author,title,translation,label
TVR,"2021 – un an sărac în autostrăzi, dar bogat în șantiere","Lucrările la lotul 2 al autostrăzii Sebeș-Turda ar fi trebuit să înceapă în 2014 și să fie încheiate în 2016. Constructorul dă acum asigurări: cei aproape 25 de kilometri, intre Sântimbru și Aiud, vor fi gata în vară. Asociațiile care militează pentru dezvoltarea infrastructurii sunt însă pesimiste și cred  că tronsonul  nu va fi gata anul acesta. E singurul tronson care lipsește că șoferii să poată circula doar pe autostrada de la Sibiu la Cluj-Napoca.",1
TVR,"În urmă cu un an, românii trăiau prima zi de stare de urgență de după 1990. Cum arată situația în țară după un an de pandemie","Timp de două luni, din acel moment, România s-a oprit în loc. A fost pentru prima dată după 1990 când în țara noastră a fost decretată starea de urgență.",1
TVR,"Cadrele din centrele de vaccinare nu au mai fost plătite din ianuarie. Pentru unii angajați, acesta era singurul venit","În centrele de vaccinare din Argeș este multă frustrare. Oamenii spun că au vrut să ajute, dar că munca lor trebuie totuși plătită.",1
TVR,"Agenția Europeană pentru Medicamente: Beneficiile vaccinului AstraZeneca depășesc riscurile. Joi, întâlnire decisivă pentru o recomandare","Germania, Franţa şi Italia, au suspendat ca măsură de precauţie administrarea vaccinului AstraZeneca, în urma semnalării unor probleme sanguine la persoane inoculate cu acest ser, precum dificultăţi de coagulare sau formarea de cheaguri de sânge (tromboze).Emer Cooke a spus că nu există indicii conform cărora problemele de coagulare a sângelui, care au fost ''foarte rare'', au fost cauzate de vaccin, dar experţii evaluează această posibilitate. Testele clinice au relevat ''un foarte mic număr de dezvoltare a unor cheaguri sanguine''.Încrederea în siguranţa vaccinurilor este primordială, iar agenţia europeană face în prezent o evaluare a fiecărui caz în parte, a dat asigurări directoarea EMA.''Beneficiile continuă să depăşească riscurile, dar este o preocupare serioasă şi are nevoie de o evaluare ştiinţifică detaliată şi riguroasă'', a mai menţionat Emer Cooke, citată de Agerpres.",1
TVR,"Dr. Valeriu Gheorghiţă: La Agenția Medicamentului au fost raportate 10 modificări de coagulare, niciunul încă nu este confirmat medical","Gheorghiţă a spus că există ""dubii foarte mari supra veridicităţii"" datelor, însă acestea necesită o confirmare şi o investigare completă din punct de vedere medical.""La ANMDM au fost raportate de pacienţi 10 modificări ca coagulare sau evenimente trombotice, tromboembolice, niciunul dintre ele nu este încă confirmat din punct de vedere medical şi investigat. Ne-am uitat peste aceste date chiar în cursul şedinţei. Pot să vă spun că există dubii foarte mari supra veridicităţii acelor date, dar ele necesită o confirmare şi o investigare completă din punct de vedere medical. Nicio reacţie adversă raportată de profesioniştii din domeniul sănătăţii nu menţionează un eveniment tromboembolic. De asemenea, sunt alte două evenimente raportate şi pentru, de pildă, compania Pfizer. În ceea ce priveşte tipul loturilor, erau trei loturi diferite din care se raportau aceste evenimente"", a spus reprezentantul CNCAV.El a afirmat că majoritatea acestor reacţii au fost raportate în perioada 11-14 martie.""Un lucru poate important de precizat este că majoritatea din aceste reacţii au fost raportate în perioada 11-14 martie, după ce a apărut acest semnal mai degrabă în spaţiul public. Evident că toate aceste tipuri de raportare sunt analizate cu maximă rigurozitate şi seriozitate şi în momentul în care vor fi finalizate toate detaliile cazurilor, vom veni şi vom prezenta aceste date"", a mai arătat Gheorghiţă.",1
TVR,Prima tranșă din vaccinul Johnson&Johnson ar putea ajunge în România în a doua jumătate a lunii aprilie,"""Pentru a doua jumătate a lunii aprilie, dacă nu mă înşel, ar trebui să primim probabil prima tranşă. Nu este una consistentă, probabil că vor fi câteva zeci de mii de doze. Reamintesc faptul că se administrează într-o singură doză, schema de vaccinare este simplificată. Din acest motiv nu au fost luate decizii finale vizavi de categoria de persoane eligibile, ţinând cont de faptul că este un vaccin recomandat tuturor celor cu vârsta de peste 18 ani şi care nu au contraindicaţii cunoscute"", a spus Gheorghiţă.În opinia sa, vaccinul Johnson&Johnson ""se pretează mai mult"" pentru centre mobile, în localităţile în care accesul la centrele de vaccinare este mai redus.""Vom vedea care va fi strategia prin care vom putea folosi acest tip de vaccin, dar, într-adevăr, din punct de vedere practic se pretează mai mult pentru centre mobile, pentru echipe mobile, pentru vaccinare în localităţile în care accesul la centrele de vaccinare este mai redus, dar asta nu înseamnă că nu va putea fi accesat şi de restul categoriilor de persoane"", a susţinut Gheorghiţă, citat de Agerpres.",1
TVR,"Un an de când în România a fost instituită starea de urgență din cauza noului coronavirus. Pregătiri pentru a face față celui de-al treilea val. Cîțu: ""Resursele sunt acolo, dar trebuie doar să ne concentrăm""","""Suntem deja în valul 3 și aici vom apela la toți medicii și tot personalul responsabil din domeniul sănătății să fie atenți, să-și aducă aminte că am trecut împreună anul trecut printr-o perioadă mult mai dificilă (...) am trecut prin perioade dure anul trecut, vom face față și de data aceasta"", a declarat premierul Florin Cîțu.",1
TVR,UE nu exclude acţiuni judiciare împotriva AstraZeneca,"""Există îngrijorare şi mai mult, fără îndoială un anumit număr de încălcări ale contractului, iar Europa nu va fi vreo jucărie simpatică de pluş care să dea bani fără să aştepte nimic în schimb"", a spus oficialul la postul Radio Classique.",1
TVR,"Premierul Florin Cîțu: Vreau să ne păstrăm economia deschisă, dar depinde doar de noi să facem acest lucru","""Din păcate, asta este perioada prin care trecem şi iarăşi (...) este foarte important să respectăm toate regulile, trebuie să păstrăm mască în continuare chiar în spaţiile deschise, să păstrăm distanţarea. Sunt mai multe... în fiecare zi avem câte un oraş nou care trece peste acel prag de trei la mie şi dacă vrem să păstrăm economia deschisă depinde doar de noi. Am relaxat condiţiile puţin în prima parte a anului şi atunci am spus clar că dacă vrem să rămână aşa, trebuie să păstrăm aceste condiţii. Din păcate, nu toată lumea a înţeles acest lucru şi astăzi vedem că evoluţia merge în direcţia în care trebuie să introducem noi restricţii, le-am anunţat deja, le ştiţi. Eu nu sunt adeptul introducerii unor restricţii dure. Vreau, repet, aşa cum a fost şi anul trecut, să ne păstrăm economia deschisă. Dar depinde doar de noi să facem acest lucru, pentru că doar aşa putem să fim după această perioadă şi să avem pe toată lumea să aibă locuri de muncă şi să nu pierdem locurile de muncă"", a declarat Florin Cîţu, citat de Agerpres.",1
TVR,"Gheorghiță: Am decis continuarea vaccinării cu AstraZeneca. Beneficiile depășesc riscurile. Ca nivel de frecvență, vorbim de un caz de eveniment tromboembolic la un milion de persoane vaccinate","Valeriu Gheorghiță a mai spus că  Agenția Europeană a Medicamentului și-a menținut recomandarea cu privire la vaccinul AstraZeneca și va reevalua datele conectate la nivel european, iar joi pe 18 martie se așteapta o clarificare a tuturor datelor de siguranță, și în special cele tromboembolice.",1
TVR,"Octav Bjoza, președintele Asociației Foştilor Deţinuţi Politic și Victime ale Dictaturii din România, demis de premier","Florin Cîțu a luat decizia de demitere după ce Bjoza a pus în discuție dimensiunile Holocaustului și a încercat să pună pe umerii comunității evreiești instalarea comunismului în România, gest considerat periculos pentru valorile democratice.",1
TVR,"Islanda, prima țară din Europa care recunoaște certificatele de vaccinare COVID-19",În ultimii 10 ani Isalnada a devenit una dintre cele mai populare destinații de vacanță. Pandemia a distrus aproape tot sectorul ospitalier care aducea anual o contrbutie importantă la buget. Certificatele de vaccinare vor permite în special turiștilor să viziteze această țară.,1
TVR,"Oscar 2021: O gală doar cu nominalizaţii şi fără petrecerea de final, anunţă organizatorii","Revista Variety a publicat luni o scrisoare a preşedintelui Academiei Americane de Film (AMPAS) David Rubin, în care acesta face o serie de dezvăluiri despre ceremonia care va avea loc pe 25 aprilie - în aceeaşi zi în care au fost anunţate şi nominalizările la cea de-a 93-a ediţie a premiilor Oscar, în cadrul cărora filmul ""Mank"" a fost nominalizat la 10 categorii.",1
TVR,OMS discută astăzi despre siguranța vaccinului AstraZeneca. 17 țări europene au oprit vaccinarea cu acest ser,"Înaintea reuniunii comitetului de experți, liderii Organizației Mondiale a Sănătății au transmis un nou mesaj referitor la vaccinul AstraZeneca.SOUMYA SWAMINATHAN, cercetător şef OMS: “Nu vrem ca oamenii să se panicheze. Pentru moment, recomandăm guvernelor să continue campaniile de vaccinare cu AstraZeneca”.17 state europene au suspendat administrarea serului, ca măsură de precauție, după apariția unor cazuri în care persoane vaccinate au dezvoltat cheaguri de sânge.EMMANUEL MACRON, preşedintele Franţei: „Am decis, în conformitate cu politica noastră europeană, să suspendăm, ca precauţie, vaccinarea cu AstraZeneca, în speranţa că o vom putea relua curând, după ce Agenţia Europeană a Medicamentului va da undă verde”.TEDROS ADHANOM GHEBREYESUS, directorul general OMS: „Asta nu înseamnă că au legătură cu vaccinul, dar este o practică obişnuită să se investigheze, iar asta arată că sistemele de control şi supraveghere funcţionează”.Potrivit datelor AstraZeneca, în Europa și Marea Britanie, peste 17 milioane de oameni au primit prima doză de vaccin și au fost raportate mai puțin de 40 de tulburări de coagulare a sângelui. Niciuna raportată în Regatul Unit, care a administrat deja 11 milioane de doze, iar oamenii sunt liniștiți.„Cred în sfaturile oamenilor de ştiinţă şi pe alea trebuie să le ascultăm, aşa că mă voi vaccina”.„Toate vaccinurile sunt mai mult sau mai puţin la fel. Nu cred că cel făcut de Oxford (n.r. Astra Zeneca) e mai rău decât altele”.Nici australienii nu au de gând să renunțe la AstraZeneca, acesta fiind, de fapt, principalul vaccin cu care vor fi imunizați cei 25 de milioane de locuitori.PAUL KELLY, şeful medical al Australiei: „Vă spun cu certitudine că rămân încrezător în vaccinul AstraZeneca, că este sigur şi nu este nicio dovadă că poate cauza cheaguri de sânge”.În Thailanda, campania de vaccinare a început tot cu AstraZeneca, iar prima persoană inoculată a fost chiar primul ministru. Și canadienii continuă să folosească acest vaccin, iar în Statele Unite s-au încheiat ultimele teste clinice și care vor fi evaluate în regim de urgență, în vederea aprobării serului AstraZeneca.",1
TVR,CNATDCU le-a retras titlul de doctor preşedintelui AEP şi fostului şef al DGA Cătălin Ioniţă,"ACTUALIZARE Preşedintele Autorităţii Electorale Permanente, Constantin-Florin Mituleţu-Buică, a afirmat, marţi, că aşteaptă comunicarea oficială a deciziei Consiliului Naţional de Atestare a Titlurilor, Diplomelor şi Certificatelor Universitare privind retragerea titlului ştiinţific de doctor pentru a face contestaţie, menţionând că, în continuare, consideră că nu a plagiat.",1
TVR,"Raport IQAir: România, locul 15 în topul celor mai poluate ţări din Europa. Bucureştiul, pe poziţia 51 la nivel mondial","Conform statisticii, anul trecut, 84% dintre ţările monitorizate au observat îmbunătăţiri ale calităţii aerului, în mare parte datorită măsurilor globale de încetinire a răspândirii COVID-19. Astfel, îmbunătăţirile privind calitatea aerului în 2020, comparativ cu 2019, au fost observate în oraşe precum: Beijing (-11%), Chicago (-13%), Delhi (-15%), Londra (-16%), Paris (-17%) şi Seul (-16 %).",1
TVR,"Timiş: Program complex de recuperare pulmonară a pacienţilor care au avut COVID-19, la Spitalul 'Victor Babeş'","""La pacienţii post-COVID, modelul respirator se schimbă. Ei trec de la o respiraţie normală, eficientă, la una superficială, ineficientă. Ei respiră foarte scurt, ineficient, superficial, iar programul de recuperare pentru aceşti pacienţi va începe cu o reeducare respiratorie. Învăţăm pacientul cum să respire corect. Programele de reabilitare respiratorie includ exerciţii de forţă, de anduranţă şi exerciţii de gimnastică respiratorie"", afirmă, într-un comunicat remis marţi, AGERPRES, dr. Alexandru Crişan, kinetoterapeut al Spitalului ""Victor Babeş"" Timişoara.",1
TVR,"Eurostat: Bulgaria şi România, cele mai mici câştiguri salariale medii lunare din UE. Danemarca are cele mai mari salarii","Media este definită ca ""valoarea de mijloc"": jumătate din angajaţi câştigă mai puţin şi cealaltă jumătate câştigă mai mult decât valoarea medie a câştigurilor, precizează Eurostat.",1
TVR,UEFA nu acceptă disputarea cu porțile închise a meciurilor de la EURO 2020,"Amânat un an din cauza crizei sanitare, EURO 2020 urmează să se desfăşoare în această vară, în perioada 11 iunie - 11 iulie, în 12 oraşe de pe continent, printre care și Bucureşti.",1
TVR,"ANM: Cod portocaliu de ninsori şi viscol în 12 judeţe, până miercuri seara. Cod galben, până joi dimineaţa","Potrivit meteorologilor, în intervalul 16 martie, ora 14:00 - 17 martie, ora 23:00, va fi în vigoare Codul portocaliu de intensificări susţinute ale vântului, ninsori abundente şi viscol puternic în zona Carpaţilor Meridionali şi de Curbură. Î",1
TVR,Organizația Mondială a Sănătății: Restricţiile impuse în maternităţi din cauza pandemiei de coronavirus ameninţă vieţile copiilor născuţi prematur,"OMS a afirmat că beneficiile medicale ale contactului fizic între părinţi şi bebeluşii lor născuţi prematur depăşesc cu mult riscul reprezentat de coronavirus. Multe ţări au interzis un astfel de contact din cauza pandemiei, în detrimentul copiilor, a adăugat OMS.Organizaţia recomandă ""metoda cangurului"" în cazul sugarilor prematuri şi al nou-născuţilor cu greutate scăzută, constând în plasarea copilului direct pe pieptul mamei sau al tatălui cât mai multe ore pe zi posibil. În plus, este recomandat ca aceşti copii să fie alăptaţi.Un sondaj internaţional în rândul asistenţilor medicali şi al medicilor a constatat că pandemia a condus la restricţii privind contactul bebeluş-părinte. Două treimi din cei 1.120 de respondenţi au declarat că vor separa mama de copil dacă rezultatele testelor pentru COVID-19 sunt pozitive.Un calcul efectuat de OMS a constatat că riscul de deces din cauza restricţiilor legate de contact a fost cu 65% mai mare decât riscul ca un copil să contracteze o infecţie letală cu coronavirus în urma acestui contact.Expertul OMS, Ornella Lincetto, a declarat într-o conferinţă de presă că ţinerea la piept a copilului nu numai că măreşte şansele de supravieţuire pentru bebeluşii prematuri, ci ""va reduce ,de asemenea, stresul părinţilor provocat de COVID-19"".",1
TVR,"Ploi și intensificări ale vântului în București, până joi","Conform Administraţiei Naţionale de Meteorologie (ANM), pe parcursul zilei de marţi (16 martie) şi în noaptea de marţi spre miercuri (16/17 martie), va ploua aproape continuu şi se vor acumula cantităţi de apă însemnate, de 20 - 30 l/mp, şi, izolat, peste 35 l/mp. Vântul va sufla în general moderat, temporar cu unele intensificări şi rafale de 40 - 45 km/h.",1
TVR,"Festivalul Internaţional de Film Independent Anonimul - în perioada 9-15 august, la Sfântu Gheorghe. Pot fi înscrise scurtmetraje de ficţiune şi animaţie, produse după 1 ianuarie 2020","Potrivit unui comunicat al Fundaţiei Anonimul, apelul de înscrieri pentru competiţia de scurtmetraj este deschis până pe 14 mai.",1
TVR,"Ministrul Muncii, la TVR: Recalcularea pensiilor se va face astfel încât pensiile mai mici să crească mai repede decât pensiile mai mari. Aproximativ 4 milioane de pensii ar urma să aibă o creștere consistentă","""În aproape două săptămâni, noi am evaluat aproximativ 169 de mii de dosare de pensii, vorbim despre evaluare în perspectiva recalculării"", a subliniat ministrul Muncii. Acest proces ar fi trebuit să înceapă în iulie 2019, iar acum s-ar fi apropiat de final.",1
TVR,"BOR| Postul unit cu rugăciunea, cel mai puternic ""scut"" împotriva răului din lume. Pe lângă abţinerea de la unele alimente trebuie să renunțăm la bârfă sau la ""devorarea"" celorlalți. Decisive în această perioadă sunt blândeţea şi faptele bune","""Pe calea autentică a postului ne angajăm abia atunci când facem efortul de a ne abţine de la comiterea răului de orice fel în relaţia cu ceilalţi. În perioada când postim încercăm să privilegiem binele concret pe care îl putem face altora, iertând, ajutând, dăruind, mângâind. Postul nu înseamnă morocăneală şi mustrare moralizatoare a altora, inclusiv de la altar, ci sobrietate, reflexivitate şi echilibru în toate. Înseamnă şi lupta cu pofta de vizibilitate, ştergerea sinelui exacerbat, ieşirea din temniţa rece a egoismului şi întâmpinarea caldă a aproapelui nostru, inclusiv a celui împovărat de patimi..."", spune Bănescu, într-o declaraţie acordată presei la începerea Postului Paştelui.El adaugă că postul nu înseamnă doar abţinerea de la anumite alimente, ci şi de la ""devorarea"" celorlalţi prin bârfă, de la ""răstignirea"" lor cotidiană prin trădări, minciună sau, duminical, prin ""predici savonarolic moralizatoare"", decisive în perioada postului fiind blândeţea şi faptele bune faţă de ceilalţi.""Postind, ne refacem profund relaţia personală cu ceilalţi şi nu le mai trecem cu vederea suferinţa de multe feluri, inclusiv pe aceea provocată de patimile pe care ne grăbim uneori să li le incriminăm chiar public. Există inclusiv un post al cuvintelor, al ochilor, al urechilor. Există şi un post mediatic, care include dificila încercare de ieşire din adicţia faţă de contemplarea propriei imagini reverberate în spaţiul public şi faţă de tehnologia care ne artificializează viaţa. Postul este şi o formă de luptă spirituală cu diavolul, care nu ratează ocazia de a ne ispiti şi asedia mai intens chiar în perioada în care ne străduim să devenim mai buni, încercând să ne determine capitularea şi să ne împingă pe 'calea cea largă' a comodităţilor şi a inerţiilor noastre cotidiene. Postul unit cu rugăciunea este cel mai puternic scut împotriva răului cu multe chipuri prezent în lumea noastră din care discernământul şi bunul-simţ au fost progresiv şi progresist evacuate. Prin post le putem redobândi"", subliniază Vasile Bănescu.",1
