author,title,translation,label
Calin,Mit demontat. Dacă românii erau ospitalieri sigur ne vizitau extratereștrii până acum,"Se pare, totuși, că extratereștrii au suficient de naivi încât să creadă în ospitalitatea românească și ne-au vizitat acum mulți ani, dar cu rezultate dezastruoase pentru ei. Nava lor a fost dezmembrată în timp record și vândută la fier vechi, în timp ce soarta extratereștrilor a fost chiar mai crudă: au fost gătiți la proțap și mâncați cu mămăligă și mujdei.",0
Eftimie,"Robotul Perseverance nu poate avansa, din cauza unui BMW lăsat pe avarii în crater","Mai mult, nu doar că nu era un creier pe planeta roșie, aparent era și un sărac de și-a luat tabla aia de mașină. În orice condiții, căutarea după cocalarul care și-a lăsat-o acolo trebuie făcută cu celeritate, întrucât genul ăla de mașini au și bateria veche și nu-l țin prea mult avarile, iar dacă e s-o mute o să fie dificil, că are și cauciucuri ieftine, întrucât pârlțiții care-și iau de-astea second din UK n-au bani și de roți calumea.",0
Ionut,Statul Islamic a trimis un terorist să se detoneze lângă steagul american de pe Lună,"Planurile islamiștilor nu se opresc aici. Ei vor să plaseze pe orbită o fabrică de explozibili, ca să poată arunca bombe din spațiu direct unde doresc, fără a mai fi nevoie să se deplaseze fizic acolo. Acest lucru ar stopa și scăderea populației de islamiști, pentru că mulți se detonează și ceilalți preferă să aibă relații între ei decât să-și atingă femeile, cunoscute în toată lumea pentru cât de grase și de urâte sunt.",0
Vasile,"Horă fără precedent în Sicilia, după erupţia vulcanului Etno","„Cantităţi imense de de dârli-dârli au fost eliberate în atmosferă, iar apa freatică are de câteva zile un gust puternic de prune”, a declarat Nicco Palero, primarul unei comune de la poalele muntelui Etno.În prezent, o echipă de geologi condusă de veteranul Petrico Mazzo-Stoiani strânge fonduri pentru o expediţie în craterul vulcanului, cu scopul de a preleva mostre de voie bună şi a instala un cazan pentru distilarea renumitei pălinci de magmă.",0
Ionut,Studiu. Flashurile pe autostradă sunt un efect secundar al ejaculării precoce,"Există și forme deosebit de grave, mai precis șoferi care merg permanent cu faza lungă pornită, sindrom provocat de angoasa dată de faptul că au un micropenis, spun savanții britanici. Pe locul doi în topurile patologiei sunt șoferii care țin luminile de ceață din spate pornite atunci când nu e ceață, pentru că au o traumă din copilărie după ce și-au văzut părinții făcând sex.",0
Ionut,"România va lansa un butoi pe orbită, să vadă dacă varza se poate mura în spațiu","În ajutorul românilor au venit însă chinezii de pe stația spațială, care au transmis că butoiul deja miroase de la 300 km distanță și s-a umflat considerabil, semn că bacteriile sunt vii și au început procesul de acrire.Butoiul românesc, supranumit Saramurosity, înconjoară planeta de 16 ori în 24 de ore și poate fi văzut cu ochiul liber de pe tot teritoriul țării, dacă instalați aplicația de monitorizare Cabbage Orbiter 2000. Butoiul are o sondă de aciditate, un senzor de damf și un termometru. Cea mai scumpă componentă e piatra de mal, care ține varza comprimată bine.",0
Calin,Chinezii au lansat o mașină electrică care merge cu 777 de baterii 777,"Calculul lor este însă unul exagerat de optimist, avertizează specialiștii din industria mașinilor electrice. „Din estimările noastre, durata de viață a setului de 777 de baterii 777 este undeva între 12 și 14 minute. Deci va trebui să schimbi de vreo 10 ori cele 777 de baterii ca să conduci 2 ore. Deci cele 4 miliarde de baterii 777 se vor epuiza extrem de rapid“, spun specialiștii.",0
Ionut,"Un caracalean a suflat 2 zile în eşapament, crezând că aşa dă kilometrajul înapoi","În Caracal a apărut deja legenda că dacă sufli bine în eșapament treci ITP-ul fără probleme. Românul inventiv căruia i-a trecut asta prin cap prima oară vrea să-și patenteze ideea și să pornească un service auto unde mecanicul doar suflă în țeava de eșapament și injectoarele se curăță, amortizoarele se echilibrează și rugina din praguri dispare.",0
Ionut,Studiu. 80% din bărbați bifează ”ambidextru” la viața sexuală,"Ceilalți 20% din bărbați care nu au bifat ambidextru susțin că ei au o sexualitate normală, adică își folosesc ambele mâini simultan, nu alterantiv, ca ciudații.Sondajul a produs și surprize. Se pare că două femei din trei au făcut sex cu trei bărbați din cinci, 50% din bărbați au sexualitatea epilată, ceilalți sunt hetero, iar numărul de parteneri ai femeilor e direct proporțional cu mărimea buzelor și nu cu mărimea sânilor.",0
Vasile,O firmă de dezinsecție caută programatori: „Am auzit că se pricep la debugging”,"Din păcate, salariul oferit specialiştilor în IT la mica firmă de dezinsecţie nu e cel mai grozav, iar metodele lui nea Marcel sunt destul de primitive: „Să dai cu apă şi săpun prin colţurile camerei şi pe la scurgerea din baie, pe unde vin bugurile. Ştiţi voi, aia unde bagă instalatorii Pythonul să desfunde”, explică nea Marcel.„Sincer, dacă eşti un programator bun şi îţi cauţi job, mai bine te îndrepţi spre ceva serios. Arnia, de exemplu, recrutează Full Stack Cloud Engineers (Java/.NET) care se pricep la Azure şi vor să schimbe lumea prin tehnologii pentru energie regenerabilă”, a declarat un vecin, derutându-l maxim pe nea Marcel.",0
TNR,Ciobanii din Sibiu spun că zerul fiziologic e mai eficient decât vaccinul Pfizer,"Cel mai probabil, spun ciobanii, potenţa zerului fiziologic în lupta cu virusul invadator e dată de efectul placebă, de la „Îţi place bă brânza?”.„No, organismul are puteri supranaturale atunci când crede cu tărie în ceva. Nu multă tărie, 50 sau 100 de vinars. În rest, brânză, caş şi mult zer”, explică Culăiţă, oier de ştiinţă.",0
Advert Einstein,Computerul de acasă al unui IT-ist a aflat că umblă cu alte computere la birou,"”Pe mine nu m-a luat niciodată în vacanță, dar pe laptopul de la birou l-a luat mereu. Uneori vine acasă cu laptopul de la muncă, fără pic de rușine. Credeți că nu știu ce faceți voi acolo? Mie îmi dă shut down!”, a spus computerul.Programatorii care cunosc această problemă sunt sfătuiți să aplice pentru un job pe fintech. Noi promitem să nu-i spunem computerului de acasă.",0
Ionut,Unui român la rapel i s-a spus „Cine a vaccinat aici n-a fost meșter bun!”,"Veștile proaste au continuat să curgă pentru bietul român: ”Se poate rezolva, dar vă costă. În primul rând trebuie dat tot jos, până la os, și apoi montat tot frumos, refăcute ligamentele, tegumentele, osatura. Durează 3-4 luni, dar dacă lăsați așa să știți că vă pică mâna cu totul în maxim două săptămâni”, a precizat medicul de la rapel.Pacientul a fost trimis acasă și i s-a spus că o să vină o echipă să intervină, dar nu i s-a spus când, ci doar clasicul ”ne auzim la un telefon”.",0
Calin,Un savant nebun a încrucișat chelul cu pisica și a obținut un chel care lasă păr,"Anunțul său a oripilat sute de organizații care luptă pentru drepturile animalelor. Toți consideră abominabile experimentele pe care vrea să le continue savantul și cer eliberarea de îndață a celor patru pisici.Pe de cealaltă parte, nicio organizație care luptă pentru drepturilor cheilor nu a cerut eliberarea acestora. Dar asta și pentru că nu există nicio astfel de organizție, cheii fiind pe ultimele locuri în topul empatiei manifestată de oameni.",0
Ionut,Un român a învățat graiul bormașinilor și poate comunica cu ele,"El mai spune că de cele mai multe ori bormașinile urlă pentru că idiotul le-a pus pe percuție și dă în beton cu burghiul pentru fier sau lemn, dar de multe ori bormașinile râd incontrolabil când văd cât de urâtă e femeia celui care le folosește: ”Poate nu știați, dar cei care dau mult cu bormașina fac asta pentru că au femei urâte și cu gura mare”, spune Decebal Popescu.",0
Calin,Un filosof se plânge că statul nu-i dă autorizație ca să-și facă plan de imanență,"„Dacă tâmpiții ăștia îl citeau cu atenție pe Nietzsche“, a continuat filosoful, “poate aflau și ei că să-ți creezi propria minte înseamnă să-ți creezi propriul limbaj, nu să-ți lași întinderea minții nivelată de ceea ce au lăsat alții în urmă.“Filosoful spune că le-a explicat funcționarilor statului că fără plan de imanență nu are cum să-și construiască conceptele și că fără ele nici nu are cum cere autorizație pentru planul de imanență, dar degeaba. „N-ai cu cine“, a oftat acesta.",0
Eftimie,"Azi toți bugetarii sunt la birou, că vin Samsungurile noi","Până la începutul verii nu se așteaptă la un nou vârf de bugetari la muncă având în vedere măsurile de combatere a pandemiei de coronavirus. Zvonurile din piață dau ca sigură în acea perioadă lansarea unui nou model de iPad, ceea ce înseamnă că acesta va fi achiziționat imediat la prețuri duble de toate instituțiile publice din România pentru a ușura munca angajaților.",0
Ionut,"0 news! Românii nu iau Ivermectină pentru Covid, ci ca să nu ia râie din spital!","”Nu doar spitalul e spaima românilor care nu vor să ia râie, ci și birourile de taxe, impozite, precum și toate instituțiile unde se lucrează cu publicul, unde colcăie tot felul de paraziți, și nu ne referim aici doar la paraziții cu diplome de Spiru și sporuri de ministru”, spune Decebal Popescu, parazitolog.",0
Calin,Românii care au luat pastile de câini se simt bine: „Se ling la coa*e într-o veselie“,"Un alt efect surprinzător este că acești români n-au nicio problemă să fie microcipați, după cum a observat un medic veterinar. „Le-am pus cip, le-am dat niște crănțănele la final și au fost extrem de fericiți. Unul nu s-a plâns că de ce l-am microcipat“, a povestit acesta.",0
Eftimie,Chinezii au lansat un lift de mare viteză cu care poți cădea cu 600 km/h,"Acestea vor fi montate obligatoriu în clădirile corporațiilor chineze, pentru că în general directorii firmelor au birourile la etajele superioare și astfel se va putea negocia mai ușor cu ei. Și Rusia s-a interesat de tehnologia prezentată, Vladimir Putin întrebând dacă se pot monta în spitale și blocuri mai vechi unde stau oameni care nu pot tace din gură.",0
TNR,Vaccinul românesc Frutti Fresh Tutti-Sputnik intră în faza a 2-a de testare,"„Dacă varianta Tutti-Sputnik are succes, ne gândim serios să producem şi un vaccin cu aromă de kiwi, să-i zicem AdriaZeneca, destinat lucrătorilor esenţiali din centralele nucleare şi depozitele de deşeuri radioactive”, adaugă cercetătorul.",0
Ionut,"Atenție! Prima doză de vaccin nu e eficientă, abia la rapel bagă bateriile în cip!","”Dacă tot ți-ai băgat cipul în prima doză, e păcat să nu duci treaba până la capăt. Fără baterii nu te va recunoaște scannerul din aeroport și nu vei putea călători, n-o să-ți recunoască fața antenele 5G și n-o poată magazinul să-ți ia banii automat din cont. E păcat”, spune IT-istul Robert Acrișor, șeful campaniei de vaccinare.",0
Ionut,Poluare masivă în Sibiu. Particulele de făinoșag au depășit de 3 ori limita legală!,"Creat în 1918 de un savant maghiar ca răzbunare pentru Marea Unire, făinoșagul este ilegal în restul Europei. Un gram de făinoșag poate alimenta cu energie un oraș ca Tokyo timp de un an. Se spune că vom fi primiți în Schengen nu când vom da Portul Constanța, ci când vom da Europei rețeta făinoșagului.",0
Ionut,Horoscop. Cât de compatibil ești cu vaccinul anti-Covid în funcție de zodie,"Gemeni. Te-ai vaccina, dar mai întâi trebuie analizate toate aspectele și despicat bine firul în patru. Și de ce cu acest vaccin? Poate apare altul. Nu, tu nu te arunci așa;Rac. Ești o fire sentimentală prin excelență. Ai vrea să te vaccinezi, dacă găsești doctorul potrivit, care să te placă și să-ți ofere romantismul de care ai nevoie;",0
Vasile,Savanții de la Măgurele au făcut cel mai puternic magnet de frigider din lume,"„E primul magnet de frigider de care poţi trage frigiderul prin casă”, se laudă Marcel Grigore, om de ştiinţă în domeniul magnetismului refrigerant. „Singura problemă e că rişti să deplasezi din greşeală şi frigiderul vecinului, mai ales în apartamentele comuniste, unde bucătăriile sunt lipite una de alta, în oglindă.”Câţiva cetăţeni de pe Facebook sunt deja preocupaţi că amplasarea mai multor asemenea magneţi pe acelaşi frigider ar putea afecta câmpul magnetic al Terrei sau, mai rău, crea o microgaură neagră care ne-ar transporta pe toţi într-un univers paralel, mult mai exotic şi cu mâncare bună la all-inclusive.",0
Ionut,Femeia care a primit șuruburi în loc de iPhone se plânge că șaibele se vând separat,"Între timp, pensionara care a primit iPhone cu șuruburi se descurcă și ea cum poate. Poartă șuruburi în urechi și spune că tot arată mai puțin penibil decât ăia cu Airpods. Pentru că ringtonul ei pe noul iPhone este cunoscuta melodie ”Ia șurubul na șurubul”, doamna e deja vedetă pe singura linie de autobuz din Galați.",0
Ionut,Așa da! Terasa cu mici din Obor amenajează și centru de vaccinare,"Cei care sunt vaccinați la Obor nu au nevoie de certificat, pentru că miros a mici câteva zile. Pentru o imunitate deplină, trebuie refăcut vaccinul, dar tot la Obor, după 2 săptămâni. Totuși, ca să fiți siguri că vaccinul a mers, trebuie să consumați zilnic mici de la Obor în cele două săptămâni, dar și două săptămâni după a doua doză.",0
Vasile,Descoperire epocală la birtul din Sarmizegetusa: o amforă de Norokos la 3 litri,"„O amforă obişnuită, de Skolodava sau Burgereizis, are 2 litri, cel mult doi şi jumătate dacă şeful de trib decreta o promoţie. Ei bine, amforele de Norokos, cele mai rare şi mai preţioase, aveau 3, uneori chiar şi 5 litri.”„Despre această amforă de Norokos ne putem da seama, după tăbliţa de alocaţie cu care a fost achiziţionată, că a aparţinut unei căpetenii pe nume Nea Gerula, cunoscut uneori şi ca Drojdichete. Legendele spun că l-ar fi bătut la table chiar şi pe unul dintre generalii lui Alexandru cel Mare”, adaugă arheologul.",0
Ionut,Americanii nu reușesc să-și explice cine a scris ”Basarabia e România” pe Capitoliu,"Nu e exclus ca mesajul să fie o injecție psihotronică, putând modifica undele cerebrale ale celui care citește mesajul, transformându-l într-un robot al unei puteri oculte, posibil extraterestre, adaugă Jerry Decebal Popper. Mesajul va fi acoperit și studiat în continuare. ”Pare simplu, dar în mod straniu nu-mi pot lua ochii de la el. Parcă l-am mai văzut undva”, spune detectivul.",0
Ionut,"Strategia de vaccinare e gata: Vii, lași mașina pe avarii, te vaccinezi, pleci","Dacă în momentul în care ajungi la centru este o mașină pe avarii, aștepți până se eliberează locul și păstrezi distanța socială. Dacă cineva te întreabă unde te duci, sau face gargară că de ce lași mașina în poartă, tu ca vaccinat trebuie doar să spui ”Stau decât 5 minute, boss, că mă vaccinez”, ca să fie clar motivul.",0
Ionut,O tulpină Covid ungurească pretinde că a ajuns înaintea corpului în corp!,"Virusul are efecte devastatoare asupra corpului. Imediat după infectare, începe să producă plăcuțe bilingve pe care le montează lângă organe, apoi se laudă că el a făcut organele și în cele din urmă pretinde că ar fi organele lui: Kürtős-inimă, Puszta-ficat sau Központ-rect.",0
Eftimie,Concurență pentru Bitcoin. Românii lansează cârnatul virtual Pleșcoin,"În câteva zile de la lansare Pleșcoinul a atins valoarea de 25 de lei pe o unitate de cont. Pentru producerea acestuia se folosește aceeași metodă ca la Bitcoin sau alte monede similare, respectiv se iau câteva plăci video, sunt puse să proceseze la maxim cât să vuie ventilatorul și sunt puse în afumătoarea de cârnați, să iasă mai repede produsul.",0
Ionut,Studiu. 90% din români sunt convinși că au cântarul stricat,"Aceasta spune că s-a dus să se cântărească la vecini, dar și cântarul lor era defect: ”Pe orice cântar mă urc, se întâmplă același lucru, îmi arată o greutate enormă, de elefant. Alte cântare sunt atât de proaste că se rup”, spune Mioara, supărată.Cei mai mulți spun același lucru: cântarul s-a defectat subit după sărbători, arătând o greutate mult mai mare decât cea normală. Sunt și cazuri unde cântarul s-a defectat în timp, arătând câte un kg în plus în fiecare săptămână, dar sunt cazuri izolate. Cele mai multe cazuri sunt cu defectări bruște, de până la 10 kg într-o săptămână.",0
Ionut,Diabolic! Bill Gates a băgat cipurile în Triferment și toți românii sunt microcipați,"Bill Gates spune că cipurile funcționează la capacitate normală și românii deja și-au făcut planuri să cumpere o groază de diverse căcaturi în 2021, așa că după ce cobaii au fost vaccinați se va trece la vaccinarea occidentalilor, doar că la ei se va face cu caviar.Experiementele pe români nu s-au terminat, urmează a doua doză, de Paști, când se vor băga noile cipuri din Triferment și nonoroboții care vor face întreținerea tehnică.",0
Calin,Un român susţine că s-a vaccinat şi acum când vrea să facă l*ba îi cere parolă,"Drama românului este că la fel se întâmplă și când vreau să urineze. „Imediat ce-am scos-o mi se cere parola și se blochează. Am reușit să mă piș doar așezat pe tron și aplaudând în tot acest timp. Să mă piș din picioare, ca bărbații, mi-e efectiv imposibil. Vaccinul ăsta mi-a furat toată masculinitatea“, a oftat acesta.",0
Ionut,O nouă ipoteză. Dacă îţi creşte greutatea înseamnă că te apropii de viteza luminii,"Pentru că de Crăciun foarte mulți români au remarcat o creștere a greutății, înseamnă că toată planeta accelerează și în curând masa noastră va deveni infinită, dacă nu reușim totuși să stopăm procesul cu o rezoluție de Anul Nou prin care să renunțăm măcar la ciocolată și vin. În caz contrar, până la Paști România va intra în colaps gravitațional și va deveni o gaură neagă adipoasă.",0
Ionut,Savanţii români au descoperit un mesaj haios nou care poate fi scris pe căni,"”Dacă mesajul scapă, e posibil să moară oameni de râs, atât de amuzant este”, explică mesajologul Decebal Popescu, autorul mesajului haios. Se pare că mesajul e atât de haios că l-ar putea face pe Grumpy Cat nu doar să zâmbească, ci chiar să râdă, chiar dacă e mort de câțiva ani.Mesajul haios nu a fost transmis electronic, de frica hackerilor, pentru că Rusia abia așteaptă să ne fure principala resursă naturală, inteligența. În schimb, unul din cercetătorii de la Institutul de Mesaje Haioase l-a memorat și a fost dus cu o mașină blindată la fabrică, unde i-a șoptit tehnicianului cuvintele magice.",0
Ionut,Coadă la Institutul Măgurele. Mii de români vin cu porcul să-l pârlească la laser,"Familiile spun că laserul îi ajută să evite și certurile ocazionate de împărțirea porcului. ”Cu laserul îl tăiem pe din două la miime de milimetru, nu se mai supără nimeni”, spune un român.Mulți români vin cu porcul viu, ca să-l sacrifice cu cuțitele cu laser, făcute artizanal de angajații de la Măgurele, cu piese furate de la laserul cel mare. Ei spun că avantajul e că unde tai iese direct friptură.",0
Ionut,Neti Sandu îl acuză pe Busu că propagă teorii neştiinţifice,"Doamna Neti a încercat totuși să-l ajute și i-a făcut astrograma, dar se pare că Busu va continua s-o țină pe conspirații până când Soarele va intra în conjuncție cu Neptun, iar Marte va fi în casa dragostei, ceea ce îi va curăța chakrele prezentatorului de toate inepțiile cu conspirații reptiliene.Ca să scape mai repede, doamna Neti l-a sfătuit pe Busu să se vadă cu cineva din zodia Berbec, care îi va accentua latura rațională: ”Sub nicio formă să nu meargă la psiholog, că dacă dă peste unul în Ophiucus, e jale”, spune Neti.",0
Eftimie,Orban vrea să negocieze cu Elon Musk ce funcții primește PNL în Tesla România,"Ludovic Orban a atras atenția partenerului american privind grila de salarizare și că, în privința salariilor pentru cei numiți politic România nu este o țară de lumea a treia, dimpotrivă. În plus, a menționat că el a terminat TCM-ul la Brașov și se pricepe la mașini și curent electric, mai ales că a lucrat doi ani la Izolatorul Târgu Secuiesc înainte de ’89.",0
Calin,"Tesla dă lovitura în București! Va vinde nu mașini, ci calorifere electrice","Miliardarul american se așteaptă să vândă doar iarna asta câteva sute de mii de calorifere electrice Tesla. „E simplu, bucureștenii fie cumpără calorifere electrice, fie stau în frig iarna asta“, spune el. „Și bineînțeles că vor alege Tesla, pentru că noi avem singurele calorifere electrice cu autonomie de câteva ore, ca să te încălzești chiar și atunci când rămâi fără electricitate.”",0
Eftimie,România debranșată de Google după ce n-a plătit factura de 5 ani,"De partea celalată Guvernul spune că nu a primit nicio notificare. „Poate a intrat în spam, noi n-am văzut nimic. Chiar și în aceste condiții, vina integrală aparține guvenului PSD de dinaintea noastră, care și-a bătut joc de economiile românilor și de proiectele de infrastructură”. O delegație a Guvernului va discuta în aceste zile cu oamenii de la Google, folosindu-se de un cont din Bulgaria, pentru a stabili un grafic de eșalonare a datoriilor și repornirea parțială a serviciilor în România",0
Calin,Un bucureştean are în casă un monolit misterios din fontă: „Oare la ce foloseşte?”,"„E mult mai elaborat decât toate celelalte monolituri apărute până acum, deci e posibil să avem de-a face cu un obiect venit din spațiu”, crede reputatul specialist în monoliți George Țucală. Cert este însă că autoritățile s-au panicat și au decis să interzică accesul la monolit, de teamă că acesta ar putea să fie radioactiv și să pună în pericol sănătatea cetățenilor.",0
Eftimie,"România a trimis pe Marte un robot în costum popular, să-l colinde pe Curiosity","Misiunea robotului colindător de pe Marte va dura cel puțin până la jumătatea lunii ianuarie iar liniștea de pe planeta Roșie va fi tulburată grav. ESA a solicitat României sancționarea robotului, dar partea română a respins solicitarea explicând că este vorba de o tradiție străveche și anume cea de a nu amenda pe nimeni, niciodată, dacă face zgomot pe stradă.",0
